"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"63680099999","1976-02-23","  65.3","010000","999.9","  82.4","  60.8","  2.9"," 0.01","9999.9","999.9","999.9","  75.2"," 20.2","  0.7"
"63680099999","1976-02-24","  62.2","010010","999.9","  87.8","  66.2","  5.1"," 0.24","9999.9","999.9","999.9","  75.7"," 19.4","  3.0"
"63680099999","1976-02-28","  61.9","000000","999.9","  84.2","  59.0","  2.9"," 0.31","9999.9","999.9","999.9","  72.3"," 19.9","  0.6"
"63680099999","1976-03-31","  66.7","000000","999.9","  80.6","  50.0","  4.1"," 0.01","9999.9","999.9","999.9","  75.2"," 21.0","  1.0"
"63680099999","1976-04-04","  63.7","000010","999.9","  80.6","  59.0"," 15.0"," 0.00","9999.9","999.9","999.9","  68.7"," 15.2","  5.0"
"63680099999","1976-04-09","  65.3","000000","999.9","  82.4","  55.4","  2.9"," 0.20","9999.9","999.9","999.9","  77.0"," 18.6","  0.7"
"63680099999","1976-04-12","  63.9","000000","999.9","  71.6","  59.0","999.9"," 0.00","9999.9","999.9","999.9","  67.6"," 15.2","  0.0"
"63680099999","1976-04-20","  64.4","000000","999.9","  80.6","  62.6","  7.0"," 0.00","9999.9","999.9","999.9","  73.4"," 21.7","  3.7"
"63680099999","1976-04-24","  63.9","000000","999.9","  78.8","  62.6","  5.1"," 0.00","9999.9","999.9","999.9","  72.5"," 20.2","  2.7"
"63680099999","1976-05-02","  66.2","000000","999.9","  84.2","  60.8","  6.0"," 0.00","9999.9","999.9","999.9","  74.3"," 21.0","  1.5"
"63680099999","1976-05-22","  64.9","000000","999.9","  80.6","  60.8","  2.9"," 0.00","9999.9","999.9","999.9","  74.8"," 21.7","  0.7"
"63680099999","1976-05-26","  63.5","000010","999.9","  84.2","  60.8","  7.0"," 0.00","9999.9","999.9","999.9","  73.4"," 22.5","  1.7"
"63680099999","1976-05-30","  65.5","010010","999.9","  77.0","  59.0","  4.1"," 0.08","9999.9","999.9","999.9","  70.5"," 19.9","  0.8"
"63680099999","1976-06-23","  63.0","000000","999.9","  77.0","  59.0","  6.0"," 0.00","9999.9","999.9","999.9","  69.8"," 25.6","  1.5"
"63680099999","1976-08-02","  68.4","010010"," 26.0","  77.0","  57.2","  9.9"," 0.59","9999.9","999.9","999.9","  72.5"," 14.0","  4.7"
"63680099999","1976-08-04","9999.9","100000","999.9","  78.8","  51.8","  8.0"," 0.00","9999.9","999.9","999.9","  72.5"," 15.6","  4.3"
"63680099999","1976-08-05","9999.9","000000","999.9","  78.8","  55.4","  8.9"," 0.00","9999.9","999.9","999.9","  72.5"," 18.6","  3.5"
"63680099999","1976-10-03","  64.9","000000","999.9","  84.2","  60.8","  5.1"," 0.00","9999.9","999.9","999.9","  74.8","999.9","  1.7"
"63680099999","1976-10-14","9999.9","000000","999.9","  84.2","  57.2","  9.9"," 0.00","9999.9","999.9","999.9","  73.8"," 18.6","  4.2"
"63680099999","1976-10-15","  63.5","000000","999.9","  86.0","  60.8","999.9"," 0.00","9999.9","999.9","999.9","  71.6"," 18.6","999.9"
"63680099999","1976-10-17","  64.8","000000","999.9","  84.2","  57.2","999.9"," 0.00","9999.9","999.9","999.9","  76.6"," 16.3","999.9"
"63680099999","1976-10-18","  62.6","010010","999.9","  78.8","  59.0","  5.1"," 0.05","9999.9","999.9","999.9","  65.5"," 16.8","  2.2"
"63680099999","1976-10-23","  65.8","000000","999.9","  82.4","  60.8","  7.0"," 0.39","9999.9","999.9","999.9","  71.6"," 17.1","  3.6"
"63680099999","1976-10-25","  64.4","010010","999.9","  82.4","  62.6","  4.1"," 0.71","9999.9","999.9","999.9","  71.2"," 18.6","  1.0"
"63680099999","1976-10-27","  63.1","000000","999.9","  86.0","  64.4","  5.1"," 0.00","9999.9","999.9","999.9","  72.5"," 17.9","  2.0"
"63680099999","1976-10-31","  64.1","010010","999.9","  82.4","  60.8","  9.9"," 0.08","9999.9","999.9","999.9","  67.1"," 14.9","  2.0"
"63680099999","1976-11-01","  63.3","000010","999.9","  84.2","  62.6","  2.9"," 0.00","9999.9","999.9","999.9","  72.3"," 18.6","  1.6"
"63680099999","1976-11-04","  65.2","000000","999.9","  77.0","  62.6","  8.0"," 0.00","9999.9","999.9","999.9","  70.3"," 17.0","  2.2"
"63680099999","1976-11-05","  63.1","000000","999.9","  80.6","  62.6","  2.9"," 0.00","9999.9","999.9","999.9","  68.4"," 15.5","  0.7"
"63680099999","1976-11-06","  63.5","000000","999.9","  77.0","  62.6","  2.9"," 0.08","9999.9","999.9","999.9","  68.9"," 18.6","  1.2"
"63680099999","1976-11-09","  63.5","000010","999.9","  82.4","  62.6","  8.9"," 0.00","9999.9","999.9","999.9","  72.1"," 18.6","  4.0"
"63680099999","1976-11-10","  64.4","000000","999.9","  82.4","  60.8","  2.9"," 0.98","9999.9","999.9","999.9","  76.1"," 18.6","  1.7"
"63680099999","1976-11-11","  64.0","000000","999.9","  80.6","  62.6","999.9"," 0.00","9999.9","999.9","999.9","  72.1"," 18.6","  0.0"
"63680099999","1976-11-12","  64.4","010000","999.9","  77.0","  64.4","  2.9"," 0.12","9999.9","999.9","999.9","  70.7"," 18.6","  1.2"
"63680099999","1976-11-13","  64.4","000010","999.9","  82.4","  57.2","999.9"," 0.00","9999.9","999.9","999.9","  68.9"," 17.9","999.9"
"63680099999","1976-11-14","  63.7","000000","999.9","  82.4","  57.2","  6.0"," 0.00","9999.9","999.9","999.9","  70.5"," 18.6","  2.0"
"63680099999","1976-11-17","  68.0","000000","999.9","  80.6","  68.0","  6.0"," 0.00","9999.9","999.9","999.9","  75.7"," 18.6","  3.3"
"63680099999","1976-11-18","  61.9","010010","999.9","  77.0","  60.8","  8.9"," 0.91","9999.9","999.9","999.9","  69.1"," 11.8","  4.0"
"63680099999","1976-11-19","  65.8","000010","999.9","  82.4","  59.0","  7.0"," 0.00","9999.9","999.9","999.9","  73.9"," 17.1","  1.7"
"63680099999","1976-11-21","  63.9","000000","999.9","  82.4","  60.8","  4.1"," 1.18","9999.9","999.9","999.9","  70.7"," 21.7","  1.0"
"63680099999","1976-12-16","  61.2","000000","999.9","  84.2","  60.8","  2.9"," 0.00","9999.9","999.9","999.9","  72.9"," 21.7","  1.5"
"63680099999","1976-12-17","  63.1","000000","999.9","  86.0","  62.6","999.9"," 0.00","9999.9","999.9","999.9","  73.8"," 24.1","  0.0"
"63680099999","1976-12-18","  61.7","010000","999.9","  91.4","  59.0","  7.0"," 0.00","9999.9","999.9","999.9","  77.0"," 17.9","  4.5"
"63680099999","1976-12-24","  64.8","000000","999.9","  82.4","  55.4","  5.1"," 0.00","9999.9","999.9","999.9","  72.1"," 18.6","  1.3"
"63680099999","1976-12-25","  64.8","000010","999.9","  82.4","  59.0","  9.9"," 0.02","9999.9","999.9","999.9","  74.1"," 20.5","  6.0"
"63680099999","1976-12-26","  64.4","000000","999.9","  84.2","  53.6"," 15.0"," 0.12","9999.9","999.9","999.9","  75.6"," 22.4","  5.5"
"63680099999","1976-12-27","  65.6","000000","999.9","  84.2","  62.6","  8.0"," 0.00","9999.9","999.9","999.9","  73.7"," 22.8","  2.6"
"63680099999","1976-12-29","  61.7","000000","999.9","  82.4","  55.4","  4.1"," 0.00","9999.9","999.9","999.9","  69.5"," 16.1","  1.2"
"63680099999","1977-01-02","  63.0","000000","999.9","  80.6","  57.2","999.9"," 0.04","9999.9","999.9","999.9","  71.6"," 14.8","  0.0"
"63680099999","1977-01-05","9999.9","000000","999.9","  82.4","  66.2","  4.1"," 0.00","9999.9","999.9","999.9","  71.6"," 18.6","  1.0"
"63680099999","1977-01-09","  65.3","010000","999.9","  80.6","  62.6","  2.9"," 0.00","9999.9","999.9","999.9","  72.5"," 17.1","  0.7"
"63680099999","1977-01-14","  65.1","000010","999.9","  84.2","  64.4","  7.0"," 0.00","9999.9","999.9","999.9","  72.3"," 21.1","  2.5"
"63680099999","1977-01-18","  63.1","000000","999.9","  78.8","  59.0","999.9"," 0.28","9999.9","999.9","999.9","  71.6","999.9","  0.0"
"63680099999","1977-01-22","  63.5","000000","999.9","  84.2","  62.6","999.9"," 0.00","9999.9","999.9","999.9","  69.3","999.9","  0.0"
"63680099999","1977-02-05","  63.0","010010","999.9","  82.4","9999.9","999.9"," 0.31","9999.9","999.9","999.9","  64.4","  9.0","999.9"
"63680099999","1977-02-07","  61.2","000000","999.9","  82.4","  57.2","  8.0"," 0.31","9999.9","999.9","999.9","  68.0"," 10.9","  2.0"
"63680099999","1977-02-08","  55.8","000000","999.9","  80.6","  59.0","  7.0"," 0.04","9999.9","999.9","999.9","  73.4","  1.9","  1.7"
"63680099999","1977-02-09","  62.2","000000","999.9","  84.2","  59.0","  2.9"," 0.00","9999.9","999.9","999.9","  69.3","  8.4","  0.7"
"63680099999","1977-02-12","  64.8","000000","999.9","  84.2","  55.4","  6.0"," 0.00","9999.9","999.9","999.9","  68.4","  7.8","  1.5"
"63680099999","1977-03-10","  63.1","000000","999.9","  84.2","  64.4","  8.0"," 0.04","9999.9","999.9","999.9","  79.7"," 25.6","  5.5"
"63680099999","1977-03-13","  64.8","000000","999.9","  84.2","  59.0","  9.9"," 0.04","9999.9","999.9","999.9","  79.2"," 18.6","  6.5"
"63680099999","1977-03-23","  66.2","000000","999.9","  93.2","  66.2","  8.9"," 0.00","9999.9","999.9","999.9","  80.6","999.9","  5.0"
"63680099999","1977-04-15","9999.9","000000","999.9","  80.6","  64.4","  8.0"," 0.00","9999.9","999.9","999.9","  77.0"," 27.2","  6.0"
"63680099999","1977-04-19","  68.0","000000","999.9","  84.2","  60.8","  7.0"," 0.00","9999.9","999.9","999.9","  79.2"," 30.3","  4.7"
"63680099999","1977-04-25","  65.3","010000","999.9","  78.8","  62.6","  6.0"," 0.28","9999.9","999.9","999.9","  72.1"," 21.7","  2.5"
"63680099999","1977-04-29","  65.8","000000","999.9","  77.0","  62.6","  6.0"," 1.22","9999.9","999.9","999.9","  72.5"," 18.6","  3.5"
"63680099999","1977-05-01","  65.8","000000","999.9","  77.0","  62.6","  6.0"," 1.30","9999.9","999.9","999.9","  72.5"," 23.3","  1.5"
"63680099999","1977-05-03","  64.4","010000","999.9","  71.6","  50.0","  9.9"," 0.08","9999.9","999.9","999.9","  69.4","999.9","  2.5"
"63680099999","1977-05-09","  66.2","000000","999.9","  75.2","  60.8","  4.1"," 0.00","9999.9","999.9","999.9","  71.1"," 17.9","  2.0"
"63680099999","1977-05-10","  67.1","000000","999.9","  82.4","  62.6","  8.9"," 0.00","9999.9","999.9","999.9","  78.8"," 24.9","  7.7"
"63680099999","1977-05-11","  68.0","000000","999.9","  80.6","  59.0","  5.1"," 0.00","9999.9","999.9","999.9","  77.5"," 28.0","  3.0"
"63680099999","1977-05-12","  65.8","000010","999.9","  78.8","  59.0","  6.0"," 0.00","9999.9","999.9","999.9","  76.6"," 21.7","  2.8"
"63680099999","1977-05-15","  66.6","000000","999.9","  80.6","  57.2","  4.1"," 0.00","9999.9","999.9","999.9","  75.2"," 24.9","  1.0"
"63680099999","1977-05-16","  65.1","000000","999.9","  80.6","  62.6"," 15.0"," 0.28","9999.9","999.9","999.9","  74.1"," 20.5","  7.0"
"63680099999","1977-05-17","  65.8","010010","999.9","  78.8","  60.8","999.9"," 0.04","9999.9","999.9","999.9","  74.3"," 18.6","999.9"
"63680099999","1977-05-18","  65.3","000010","999.9","  78.8","  62.6"," 15.0"," 0.04","9999.9","999.9","999.9","  74.3"," 17.1"," 10.0"
"63680099999","1977-05-20","  66.7","000010","999.9","  77.0","  59.0","  9.9"," 0.00","9999.9","999.9","999.9","  74.8"," 17.1","  5.0"
"63680099999","1977-05-22","  68.9","010000","999.9","  78.8","  59.0"," 20.0"," 0.16","9999.9","999.9","999.9","  75.2"," 18.6"," 12.5"
"63680099999","1977-05-27","  64.8","000010","999.9","  77.0","  60.8","  9.9"," 0.00","9999.9","999.9","999.9","  73.4"," 16.3","  3.7"
"63680099999","1977-05-29","  67.1","010010","999.9","  80.6","  60.8"," 18.1"," 0.55","9999.9","999.9","999.9","  76.6","999.9"," 10.7"
"63680099999","1977-06-01","  67.1","000000","999.9","  80.6","  60.8","  7.0"," 0.04","9999.9","999.9","999.9","  77.0"," 18.6","  3.5"
"63680099999","1977-06-04","  64.8","000000","999.9","  80.6","  55.4","  6.0"," 0.00","9999.9","999.9","999.9","  76.6"," 25.6","  4.3"
"63680099999","1977-06-05","  63.5","010000","999.9","  80.6","  59.0","  5.1"," 0.08","9999.9","999.9","999.9","  73.9"," 23.3","  1.3"
"63680099999","1977-06-10","  64.8","000000","999.9","  77.0","  57.2","999.9"," 0.47","9999.9","999.9","999.9","  73.4"," 21.7","999.9"
"63680099999","1977-06-12","  63.1","000010","999.9","  77.0","  57.2","  5.1"," 0.00","9999.9","999.9","999.9","  73.4"," 19.4","  2.3"
"63680099999","1977-06-14","  65.3","010010","999.9","  75.2","  59.0","  2.9"," 0.04","9999.9","999.9","999.9","  72.5"," 16.8","  0.7"
"63680099999","1977-06-16","  61.7","000000","999.9","  77.0","  59.0"," 15.0"," 1.85","9999.9","999.9","999.9","  72.5"," 19.4","  6.2"
"63680099999","1977-06-17","  63.1","010010","999.9","  75.2","  62.6","  6.0"," 0.00","9999.9","999.9","999.9","  69.3"," 15.5","  2.5"
"63680099999","1977-06-18","  64.0","000010","999.9","  78.8","  57.2","  7.0"," 0.59","9999.9","999.9","999.9","  72.5"," 21.7","  2.5"
"63680099999","1977-06-19","  64.8","010000","999.9","  75.2","  60.8","  7.0"," 0.04","9999.9","999.9","999.9","  72.0"," 19.9","  1.4"
"63680099999","1977-06-20","  61.7","010000","999.9","  77.0","  66.2","  7.0"," 0.00","9999.9","999.9","999.9","  73.8"," 21.0","  3.0"
"63680099999","1977-07-09","  64.0","000000","999.9","  78.8","  66.2","  7.0"," 0.00","9999.9","999.9","999.9","  73.4"," 12.6","  1.7"
"63680099999","1977-07-11","  61.7","000000","999.9","  75.2","  60.8","  7.0"," 0.00","9999.9","999.9","999.9","  71.2"," 14.8","  2.2"
"63680099999","1977-07-12","  63.9","000000","999.9","  78.8","  57.2","999.9"," 0.00","9999.9","999.9","999.9","  73.8"," 15.5","999.9"
"63680099999","1977-07-18","  64.4","000010","999.9","  78.8","  53.6","  8.9"," 0.00","9999.9","999.9","999.9","  75.2"," 18.6","  5.2"
"63680099999","1977-07-20","  62.2","000000","999.9","  75.2","  50.0","  9.9"," 0.00","9999.9","999.9","999.9","  72.0"," 17.9","  5.0"
"63680099999","1977-07-23","  63.5","010000","999.9","  77.0","  62.6","999.9"," 0.02","9999.9","999.9","999.9","  73.8"," 14.1","999.9"
"63680099999","1977-07-24","  61.7","000000","999.9","  78.8","  55.4"," 12.0"," 0.28","9999.9","999.9","999.9","  73.8"," 18.6","  6.5"
"63680099999","1977-07-26","  62.2","000000","999.9","  78.8","  53.6","  6.0"," 0.00","9999.9","999.9","999.9","  75.2"," 14.0","  4.3"
"63680099999","1977-07-27","  63.0","000010","999.9","  80.6","  57.2","  7.0"," 0.00","9999.9","999.9","999.9","  74.3"," 12.0","  3.2"
"63680099999","1977-08-18","  62.2","000000","999.9","  78.8","  55.4","  5.1"," 0.00","9999.9","999.9","999.9","  73.8"," 20.2","  2.8"
"63680099999","1977-08-19","  64.8","010010","999.9","  77.0","  51.8","  4.1"," 0.00","9999.9","999.9","999.9","  71.6"," 16.6","  2.0"
"63680099999","1977-08-20","  62.6","000000","999.9","  80.6","  59.0","  4.1"," 0.02","9999.9","999.9","999.9","  77.0"," 19.4","  1.7"
"63680099999","1977-09-03","  65.8","000010","999.9","  82.4","  60.8","  2.9"," 0.00","9999.9","999.9","999.9","  72.1"," 20.2","  1.5"
"63680099999","1977-09-13","  64.0","010000","999.9","  77.0","  59.0","  4.1"," 0.00","9999.9","999.9","999.9","  73.8"," 17.1","  1.0"
"63680099999","1977-09-14","  60.3","000000","999.9","  82.4","  59.0","  2.9"," 0.31","9999.9","999.9","999.9","  76.6"," 18.6","  0.7"
"63680099999","1977-09-19","  65.3","000000","999.9","  80.6","  60.8","  5.1"," 0.08","9999.9","999.9","999.9","  77.5"," 22.5","  3.0"
"63680099999","1977-09-20","  64.4","010010","999.9","  78.8","  62.6","  4.1"," 0.01","9999.9","999.9","999.9","  72.1"," 17.1","  3.1"
"63680099999","1977-09-22","  62.6","000000","999.9","  82.4","  60.8","  6.0"," 0.00","9999.9","999.9","999.9","  78.3"," 19.4","  3.0"
"63680099999","1977-10-04","  64.4","000000","999.9","  89.6","  69.8","  2.9"," 0.12","9999.9","999.9","999.9","  79.2"," 21.7","  0.7"
"63680099999","1977-10-10","  64.0","000000","999.9","  82.4","  60.8","  4.1"," 0.20","9999.9","999.9","999.9","  76.6"," 19.4","  2.0"
"63680099999","1977-10-16","  64.8","000000","999.9","  80.6","  71.6","  6.0"," 0.04","9999.9","999.9","999.9","  77.5"," 20.2","  2.5"
"63680099999","1977-10-18","  66.2","000010","999.9","  80.6","  64.4","  1.9"," 0.00","9999.9","999.9","999.9","  74.8"," 20.2","  0.5"
"63680099999","1977-10-19","  65.1","000000","999.9","  80.6","  60.8","  7.0"," 0.00","9999.9","999.9","999.9","  70.5"," 18.6","  1.4"
"63680099999","1977-10-20","  66.6","000000","999.9","  84.2","  57.2","  5.1"," 0.00","9999.9","999.9","999.9","  77.9"," 21.0","  2.8"
"63680099999","1977-10-21","  63.5","000000","999.9","  78.8","  62.6","  7.0"," 0.00","9999.9","999.9","999.9","  75.2"," 20.2","  3.7"
"63680099999","1977-10-22","9999.9","000000","999.9","  77.0","  64.4","  4.1"," 0.00","9999.9","999.9","999.9","  74.8"," 17.9","  1.0"
"63680099999","1977-10-28","  67.1","000000","999.9","  82.4","  57.2","  2.9"," 0.00","9999.9","999.9","999.9","  77.0"," 21.7","  1.2"
"63680099999","1977-11-08","  65.8","000000","999.9","  80.6","  64.4","  2.9"," 0.28","9999.9","999.9","999.9","  75.7"," 17.9","  0.7"
"63680099999","1977-11-16","  65.8","010000","999.9","  77.0","  60.8","  4.1"," 0.12","9999.9","999.9","999.9","  74.5"," 21.1","  1.6"
"63680099999","1977-11-17","  67.1","010010","999.9","  78.8","  60.8","999.9"," 0.00","9999.9","999.9","999.9","  71.6"," 17.1","  0.0"
"63680099999","1977-11-20","  63.9","000000","999.9","  75.2","  62.6","  4.1"," 0.02","9999.9","999.9","999.9","  72.5"," 17.9","  1.0"
"63680099999","1977-11-27","  63.0","000000","999.9","  78.8","  62.6","999.9"," 0.39","9999.9","999.9","999.9","  73.9"," 17.9","  0.0"
"63680099999","1977-12-04","  63.0","000000","999.9","  80.6","  57.2","  7.0"," 0.00","9999.9","999.9","999.9","  72.9"," 19.4","  1.7"
"63680099999","1977-12-09","  65.8","000000","999.9","  80.6","  59.0","999.9"," 0.28","9999.9","999.9","999.9","  76.1"," 17.9","  0.0"
"63680099999","1977-12-10","  66.2","010010","999.9","  77.0","  59.0","  5.1"," 0.00","9999.9","999.9","999.9","  73.4"," 17.9","  1.3"
"63680099999","1977-12-11","  65.8","100000","999.9","  77.0","  62.6","  4.1"," 1.30","9999.9","999.9","999.9","  71.6"," 13.7","  1.4"
"63680099999","1977-12-12","  65.8","000000","999.9","  78.8","  59.0","999.9"," 0.00","9999.9","999.9","999.9","  74.3"," 17.1","  0.0"
"63680099999","1977-12-15","  66.6","000000","999.9","  75.2","  66.2","999.9"," 0.35","9999.9","999.9","999.9","  72.5"," 17.1","  0.0"
"63680099999","1977-12-17","  65.8","000000","999.9","  82.4","  59.0","  5.1"," 0.31","9999.9","999.9","999.9","  73.4"," 18.6","  2.0"
"63680099999","1978-01-05","  59.5","000000","999.9","  84.2","  53.6","  5.1"," 0.00","9999.9","999.9","999.9","  80.6"," 21.0","  2.5"
"63680099999","1978-01-06","  62.6","000000","999.9","  87.8","  55.4","  2.9"," 0.00","9999.9","999.9","999.9","  74.3"," 16.3","  0.7"
"63680099999","1978-01-08","  63.5","000000","999.9","  82.4","  53.6","999.9"," 0.00","9999.9","999.9","999.9","  73.4"," 15.5","999.9"
"63680099999","1978-01-11","  64.0","000000","999.9","  82.4","  57.2","  5.1"," 0.00","9999.9","999.9","999.9","  77.9"," 17.1","  1.3"
"63680099999","1978-01-14","  62.2","000000","999.9","  84.2","  59.0","  4.1"," 0.00","9999.9","999.9","999.9","  78.4"," 18.6","  1.4"
"63680099999","1978-01-15","9999.9","000000","999.9","  80.6","  57.2","  4.1"," 0.00","9999.9","999.9","999.9","  72.9"," 20.2","  1.5"
"63680099999","1978-01-18","  62.2","000000","999.9","  73.4","  59.0","999.9"," 1.97","9999.9","999.9","999.9","  70.2"," 16.8","  0.0"
"63680099999","1978-01-20","  65.3","010010","999.9","  77.0","  62.6","  7.0"," 0.12","9999.9","999.9","999.9","  72.9"," 20.2","  1.7"
"63680099999","1978-02-10","  66.2","000000","999.9","  86.0","  75.2","  8.0"," 0.00","9999.9","999.9","999.9","  84.2"," 21.0","  2.7"
